ms, dB
2.635833, -6.871425
2.636250, -7.963323
2.636667, -4.742731
2.637083, -12.009063
2.637500, -5.461717
2.637917, -8.170589
2.638333, -7.140766
2.638750, -9.263822
2.639167, -8.326037
2.639583, -5.677726
2.640000, -6.906862
2.640417, -6.648474
2.640833, -12.134206
2.641250, -7.832282
2.641667, -4.040089
2.642083, -6.549351
2.642500, -8.498413
2.642917, -11.068227
2.643333, -7.337072
2.643750, -4.933903
2.644167, -9.010886
2.644583, -12.885804
2.645000, -6.567014
2.645417, -6.009913
2.645833, -4.681155
2.646250, -8.249461
2.646667, -5.950693
2.647083, -7.188925
2.647500, -7.027278
2.647917, -6.068188
2.648333, -8.624660
2.648750, -6.498866
2.649167, -5.976881
2.649583, -6.164237
2.650000, -10.361249
2.650417, -9.155640
2.650833, -8.900577
2.651250, -4.887254
2.651667, -7.578792
2.652083, -9.104482
2.652500, -4.979966
2.652917, -5.307518
2.653333, -6.889686
2.653750, -9.770185
2.654167, -6.066063
2.654583, -5.115362
2.655000, -6.012803
2.655417, -8.356872
2.655833, -13.403796
2.656250, -32.276944
2.656667, -3.063881
2.657083, -11.267478
2.657500, -16.580631
2.657917, -17.693191
2.658333, -8.760932
2.658750, -6.053330
2.659167, -5.544266
2.659583, -9.890011
2.660000, -4.255501
2.660417, -5.298018
2.660833, -5.053135
2.661250, -6.064311
2.661667, -8.198531
2.662083, -4.626536
2.662500, -7.464369
2.662917, -6.996534
2.663333, -6.793970
2.663750, -6.685242
2.664167, -7.245687
2.664583, -7.749610
2.665000, -8.387715
2.665417, -8.236880
2.665833, -4.468248
2.666250, -10.481902
2.666667, -7.054652
2.667083, -7.579843
2.667500, -6.142040
2.667917, -4.198545
2.668333, -10.173074
2.668750, -6.930605
2.669167, -11.887132
2.669583, -5.455737
2.670000, -4.601394
2.670417, -7.534160
2.670833, -10.474458
2.671250, -7.025553
2.671667, -8.279840
2.672083, -5.800354
2.672500, -8.932389
2.672917, -6.398823
2.673333, -5.601783
2.673750, -7.844771
2.674167, -6.866100
2.674583, -5.572488
2.675000, -8.690239
2.675417, -11.365746
2.675833, -4.811462
2.676250, -7.229587
2.676667, -4.852702
2.677083, -7.778477
2.677500, -6.005465
2.677917, -3.924811
2.678333, -10.022732
2.678750, -6.324413
2.679167, -8.316717
2.679583, -9.031646
2.680000, -5.830740
2.680417, -6.157900
2.680833, -9.561918
2.681250, -6.183282
2.681667, -6.024058
2.682083, -8.334867
2.682500, -9.663275
2.682917, -7.671652
2.683333, -4.490097
2.683750, -7.992661
2.684167, -6.874894
2.684583, -6.054894
2.685000, -5.233698
2.685417, -6.191070
2.685833, -5.656991
2.686250, -5.954942
2.686667, -7.721553
2.687083, -6.407050
2.687500, -6.507344
2.687917, -7.143416
2.688333, -6.597726
2.688750, -7.999531
2.689167, -6.770512
2.689583, -6.695362
2.690000, -6.977458
2.690417, -9.861205
2.690833, -6.547198
2.691250, -4.093460
2.691667, -6.243644
2.692083, -8.186736
2.692500, -7.839100
2.692917, -7.042861
2.693333, -10.944017
2.693750, -7.788533
2.694167, -6.791387
2.694583, -6.115883
2.695000, -6.807304
2.695417, -5.598287
2.695833, -9.241189
2.696250, -5.001904
2.696667, -5.262860
2.697083, -6.910304
2.697500, -10.641306
2.697917, -7.098367
2.698333, -19.816292
2.698750, -4.598775
2.699167, -9.893245
2.699583, -6.949472
2.700000, -5.561882
2.700417, -6.787908
2.700833, -4.737328
2.701250, -4.632709
2.701667, -9.448375
2.702083, -5.740174
2.702500, -7.457110
2.702917, -6.958559
2.703333, -6.073466
2.703750, -5.799359
2.704167, -5.707106
2.704583, -6.076233
2.705000, -7.765815
2.705417, -10.342947
2.705833, -4.649495
2.706250, -7.517416
2.706667, -4.544531
2.707083, -5.768596
2.707500, -13.760915
2.707917, -4.449272
2.708333, -7.511629
2.708750, -4.381612
2.709167, -6.903275
2.709583, -6.845958
2.710000, -4.366562
2.710417, -6.022008
2.710833, -12.738701
2.711250, -5.779577
2.711667, -7.032851
2.712083, -6.218608
2.712500, -9.354953
2.712917, -5.648309
2.713333, -7.999704
2.713750, -4.812009
2.714167, -6.782237
2.714583, -6.676686
2.715000, -5.764649
2.715417, -7.535880
2.715833, -7.186450
2.716250, -9.243472
2.716667, -5.451268
2.717083, -7.398211
2.717500, -6.136637
2.717917, -4.237058
2.718333, -7.403781
2.718750, -7.319832
2.719167, -5.544036
2.719583, -7.463855
2.720000, -3.869600
2.720417, -7.011062
2.720833, -7.250321
2.721250, -4.243131
2.721667, -27.507094
2.722083, -4.444269
2.722500, -20.541261
2.722917, -6.427160
2.723333, -5.371096
2.723750, -7.477366
2.724167, -7.242095
2.724583, -9.784091
2.725000, -7.357282
2.725417, -6.397004
2.725833, -6.477920
2.726250, -8.101977
2.726667, -14.715362
2.727083, -5.258400
2.727500, -4.962239
2.727917, -7.402265
2.728333, -6.871649
2.728750, -7.831366
2.729167, -7.170008
2.729583, -5.839268
2.730000, -6.115784
2.730417, -7.706753
2.730833, -13.189084
2.731250, -9.614414
2.731667, -12.123746
2.732083, -10.724533
2.732500, -10.994204
2.732917, -7.191016
2.733333, -3.943176
2.733750, -19.879701
2.734167, -5.129220
2.734583, -8.404417
2.735000, -7.569859
2.735417, -7.343947
2.735833, -4.944367
2.736250, -6.476788
2.736667, -5.671556
2.737083, -7.606140
2.737500, -5.945159
2.737917, -6.687536
2.738333, -4.411630
2.738750, -5.066654
2.739167, -6.701343
2.739583, -14.078727
2.740000, -6.750124
2.740417, -10.102076
2.740833, -6.752917
2.741250, -6.266555
2.741667, -5.548785
2.742083, -6.400671
2.742500, -6.754375
2.742917, -9.495639
2.743333, -6.673310
2.743750, -13.802598
2.744167, -6.489261
2.744583, -5.202910
2.745000, -4.334046
2.745417, -6.779325
2.745833, -5.645848
2.746250, -7.748278
2.746667, -5.797500
2.747083, -6.259827
2.747500, -5.121014
2.747917, -7.259277
2.748333, -7.757239
2.748750, -8.000110
2.749167, -5.118905
2.749583, -20.570753
2.750000, -3.982970
2.750417, -7.234164
2.750833, -10.926696
2.751250, -9.996243
2.751667, -12.414197
2.752083, -9.957160
2.752500, -12.301686
2.752917, -7.561582
2.753333, -5.949964
2.753750, -5.865810
2.754167, -6.984083
2.754583, -7.935226
2.755000, -6.840932
2.755417, -7.402980
2.755833, -4.804755
2.756250, -5.254506
2.756667, -15.265915
2.757083, -8.187820
2.757500, -6.568238
2.757917, -6.239298
2.758333, -6.815661
2.758750, -9.941178
2.759167, -7.484886
2.759583, -7.704677
2.760000, -5.264456
2.760417, -6.368253
2.760833, -26.353970
2.761250, -4.471603
2.761667, -21.517008
2.762083, -4.335582
2.762500, -7.425312
2.762917, -7.184980
2.763333, -3.890098
2.763750, -7.473228
2.764167, -5.542934
2.764583, -6.966938
2.765000, -7.441483
2.765417, -4.433476
2.765833, -6.078503
2.766250, -7.387867
2.766667, -5.742107
2.767083, -9.190229
2.767500, -6.889825
2.767917, -7.403064
2.768333, -5.846909
2.768750, -6.615204
2.769167, -6.542505
2.769583, -4.758008
2.770000, -8.224939
2.770417, -5.694533
2.770833, -9.258559
2.771250, -6.428939
2.771667, -6.951097
2.772083, -5.929484
2.772500, -12.153466
2.772917, -6.129877
2.773333, -4.276721
2.773750, -6.789109
2.774167, -7.011860
2.774583, -4.619776
2.775000, -7.362970
2.775417, -4.366758
2.775833, -14.782462
2.776250, -5.873731
2.776667, -4.596609
2.777083, -7.489974
2.777500, -4.594617
2.777917, -10.045776
2.778333, -7.875042
2.778750, -6.483859
2.779167, -5.829295
2.779583, -5.825747
2.780000, -6.415522
2.780417, -7.083950
2.780833, -7.782724
2.781250, -5.892823
2.781667, -9.779892
2.782083, -4.717460
2.782500, -4.794335
2.782917, -7.035243
2.783333, -5.746633
2.783750, -6.979442
2.784167, -9.835128
2.784583, -4.671561
2.785000, -18.382179
2.785417, -6.938366
2.785833, -10.340403
2.786250, -6.869150
2.786667, -5.508538
2.787083, -4.982324
2.787500, -9.137549
2.787917, -5.666537
2.788333, -6.903798
2.788750, -6.450165
2.789167, -6.768650
2.789583, -7.960683
2.790000, -11.267020
2.790417, -7.386515
2.790833, -7.383768
2.791250, -8.082435
2.791667, -6.381934
2.792083, -4.301548
2.792500, -6.667512
2.792917, -10.101892
2.793333, -6.875758
2.793750, -6.671860
2.794167, -7.030111
2.794583, -7.849784
2.795000, -6.567317
2.795417, -7.260799
2.795833, -6.796099
2.796250, -6.581080
2.796667, -7.238804
2.797083, -5.782844
2.797500, -5.764836
2.797917, -6.156302
2.798333, -5.275663
2.798750, -5.946212
2.799167, -6.803347
2.799583, -8.344968
2.800000, -4.664194
2.800417, -7.856461
2.800833, -9.555652
2.801250, -8.310811
2.801667, -6.379587
2.802083, -6.244081
2.802500, -9.229330
2.802917, -6.051964
2.803333, -5.861139
2.803750, -9.196539
2.804167, -8.298693
2.804583, -6.262547
2.805000, -9.751352
2.805417, -4.003232
2.805833, -5.933024
2.806250, -7.641866
2.806667, -4.920943
2.807083, -7.339733
2.807500, -4.941897
2.807917, -10.852389
2.808333, -8.659216
2.808750, -5.462948
2.809167, -6.862839
2.809583, -7.575451
2.810000, -5.652832
2.810417, -6.486102
2.810833, -9.148014
2.811250, -5.746777
2.811667, -7.847107
2.812083, -6.697853
2.812500, -10.416186
2.812917, -7.752698
2.813333, -4.672024
2.813750, -5.473373
2.814167, -10.993124
2.814583, -7.420325
2.815000, -9.814845
2.815417, -4.159566
2.815833, -5.974526
2.816250, -7.415408
2.816667, -7.059074
2.817083, -10.157351
2.817500, -4.501628
2.817917, -8.098944
2.818333, -8.174693
2.818750, -7.731274
2.819167, -7.077978
2.819583, -6.554082
2.820000, -6.753141
2.820417, -7.322556
2.820833, -7.206286
2.821250, -4.508584
2.821667, -8.005897
2.822083, -6.124229
2.822500, -5.112674
2.822917, -5.264972
2.823333, -4.231657
2.823750, -10.295964
2.824167, -5.807331
2.824583, -6.069879
2.825000, -8.684289
2.825417, -20.115818
2.825833, -18.109112
2.826250, -11.646805
2.826667, -3.098900
2.827083, -19.339926
2.827500, -13.441164
2.827917, -8.752584
2.828333, -6.012577
2.828750, -5.087893
2.829167, -6.016528
2.829583, -9.789419
2.830000, -7.126138
2.830417, -5.397655
2.830833, -4.842342
2.831250, -8.871729
2.831667, -7.906557
2.832083, -4.991634
2.832500, -8.792799
2.832917, -8.980440
2.833333, -9.942974
2.833750, -6.566033
2.834167, -6.106304
2.834583, -6.531800
2.835000, -8.478971
2.835417, -6.130646
2.835833, -7.360869
2.836250, -7.177912
2.836667, -5.800128
2.837083, -8.167448
2.837500, -4.733778
2.837917, -6.211569
2.838333, -6.596176
2.838750, -13.295825
2.839167, -8.625381
2.839583, -5.076736
2.840000, -7.390719
2.840417, -11.704408
2.840833, -8.284891
2.841250, -6.287310
2.841667, -4.227336
2.842083, -7.605689
2.842500, -12.503228
2.842917, -6.792758
2.843333, -6.843323
2.843750, -5.781528
2.844167, -7.945333
2.844583, -9.446969
2.845000, -7.062612
2.845417, -8.445463
2.845833, -5.510515
2.846250, -11.654800
2.846667, -4.800622
2.847083, -8.053710
2.847500, -7.140874
2.847917, -6.018893
2.848333, -8.253571
2.848750, -4.959238
2.849167, -7.610228
2.849583, -7.383255
2.850000, -3.598522
2.850417, -9.408945
2.850833, -6.673357
2.851250, -7.388388
2.851667, -5.513354
2.852083, -11.099102
2.852500, -8.875641
2.852917, -5.280924
2.853333, -8.672100
2.853750, -7.737498
2.854167, -12.443073
2.854583, -9.610096
2.855000, -6.609607
2.855417, -6.577183
2.855833, -6.063201
2.856250, -12.820080
2.856667, -6.473465
2.857083, -5.043785
2.857500, -5.096159
2.857917, -6.377693
2.858333, -7.074478
2.858750, -4.446222
2.859167, -7.106318
2.859583, -8.473784
2.860000, -5.981615
2.860417, -6.967636
2.860833, -4.456789
2.861250, -5.231790
2.861667, -11.257781
2.862083, -9.741045
2.862500, -7.847743
2.862917, -5.149089
2.863333, -5.496581
2.863750, -5.628638
2.864167, -8.366808
2.864583, -4.058216
2.865000, -5.229369
2.865417, -10.456603
2.865833, -9.097161
2.866250, -9.069119
2.866667, -4.041445
2.867083, -6.456909
2.867500, -6.134609
2.867917, -7.933480
2.868333, -9.124652
2.868750, -4.132324
2.869167, -8.938022
2.869583, -9.604937
2.870000, -7.651490
2.870417, -8.909282
2.870833, -5.703484
2.871250, -6.546008
2.871667, -6.547175
2.872083, -7.448874
2.872500, -7.266179
2.872917, -7.625613
2.873333, -7.782921
2.873750, -7.052712
2.874167, -6.947082
2.874583, -6.509780
2.875000, -6.582244
2.875417, -6.279019
2.875833, -6.256301
2.876250, -9.936181
2.876667, -8.025357
2.877083, -11.367867
2.877500, -6.502727
2.877917, -3.382254
2.878333, -7.059540
2.878750, -7.746466
2.879167, -6.668698
2.879583, -8.313465
2.880000, -5.873931
2.880417, -6.547429
2.880833, -5.949697
2.881250, -8.421231
2.881667, -6.992253
2.882083, -5.438939
2.882500, -8.579330
2.882917, -6.856105
2.883333, -5.343161
2.883750, -4.835099
2.884167, -6.172791
2.884583, -7.000897
2.885000, -7.917339
2.885417, -8.714168
2.885833, -6.384421
2.886250, -5.906309
2.886667, -7.572684
2.887083, -8.850273
2.887500, -7.540985
2.887917, -5.066659
2.888333, -8.347333
2.888750, -6.131802
2.889167, -8.314043
2.889583, -6.376831
2.890000, -8.027231
2.890417, -8.014133
2.890833, -6.586924
2.891250, -6.546981
2.891667, -13.513703
2.892083, -5.120994
2.892500, -10.095309
2.892917, -4.187720
2.893333, -4.773273
2.893750, -7.847043
2.894167, -9.533760
2.894583, -7.807373
2.895000, -6.213267
2.895417, -5.474161
2.895833, -5.177799
2.896250, -12.687632
2.896667, -7.700040
2.897083, -4.541719
2.897500, -7.271353
2.897917, -8.272639
2.898333, -15.990326
2.898750, -7.029342
2.899167, -5.995483
2.899583, -6.564528
2.900000, -6.806622
2.900417, -22.200233
2.900833, -4.180585
2.901250, -5.456049
2.901667, -8.876995
2.902083, -4.606282
2.902500, -8.933161
2.902917, -6.684508
2.903333, -5.884144
2.903750, -7.814154
2.904167, -8.158260
2.904583, -6.561702
2.905000, -7.662644
2.905417, -11.693323
2.905833, -12.780350
2.906250, -9.757525
2.906667, -4.997540
2.907083, -5.633980
2.907500, -9.852882
2.907917, -4.939882
2.908333, -8.119586
2.908750, -6.890805
2.909167, -3.590426
2.909583, -9.143919
2.910000, -4.720958
2.910417, -9.038009
2.910833, -5.879985
2.911250, -7.944496
2.911667, -13.010205
2.912083, -4.872277
2.912500, -5.692375
2.912917, -5.123708
2.913333, -10.196123
2.913750, -8.307036
2.914167, -4.759133
2.914583, -4.779670
2.915000, -5.488523
2.915417, -9.928877
2.915833, -6.504481
2.916250, -4.304938
2.916667, -7.097656
2.917083, -10.290961
2.917500, -9.333943
2.917917, -4.841269
2.918333, -4.971184
2.918750, -15.301016
2.919167, -12.783985
2.919583, -8.066364
2.920000, -3.881678
2.920417, -6.462781
2.920833, -7.001246
2.921250, -7.116030
2.921667, -6.558529
2.922083, -4.133187
2.922500, -4.354185
2.922917, -12.013755
2.923333, -5.313391
2.923750, -6.529593
2.924167, -7.910617
2.924583, -6.183363
2.925000, -9.389210
2.925417, -6.967889
2.925833, -8.500114
2.926250, -14.703251
2.926667, -8.000072
2.927083, -6.129989
2.927500, -5.480995
2.927917, -6.396647
2.928333, -11.719018
2.928750, -7.158914
2.929167, -5.400280
2.929583, -6.462367
2.930000, -7.381529
2.930417, -8.402212
2.930833, -9.809827
2.931250, -4.225642
2.931667, -6.283155
2.932083, -4.965942
2.932500, -22.063227
2.932917, -9.486318
2.933333, -5.819585
2.933750, -13.800442
2.934167, -10.048490
2.934583, -8.152924
2.935000, -8.260225
2.935417, -4.081944
2.935833, -9.235631
2.936250, -5.733953
2.936667, -8.530900
2.937083, -4.379366
2.937500, -6.613581
2.937917, -8.588807
2.938333, -6.312844
2.938750, -7.521792
2.939167, -4.834057
2.939583, -8.241366
2.940000, -16.461115
2.940417, -7.665945
2.940833, -4.808854
2.941250, -4.465901
2.941667, -7.519058
2.942083, -6.573726
2.942500, -5.787952
2.942917, -7.144620
2.943333, -5.883654
2.943750, -9.481285
2.944167, -7.869127
2.944583, -5.689924
2.945000, -8.656173
2.945417, -5.728315
2.945833, -10.658721
2.946250, -5.771848
2.946667, -5.154231
2.947083, -8.771875
2.947500, -8.187943
2.947917, -7.023715
2.948333, -6.677145
2.948750, -8.859316
2.949167, -9.759734
2.949583, -8.736774
2.950000, -5.437678
2.950417, -3.467701
2.950833, -5.800391
2.951250, -4.735128
2.951667, -9.957137
2.952083, -5.384269
2.952500, -5.427641
2.952917, -9.646025
2.953333, -8.898515
2.953750, -5.720816
2.954167, -5.219855
2.954583, -6.480157
2.955000, -12.906828
2.955417, -11.228130
2.955833, -6.674721
2.956250, -9.175145
2.956667, -5.058400
2.957083, -5.964180
2.957500, -7.856110
2.957917, -6.327164
2.958333, -5.508107
2.958750, -4.873684
2.959167, -4.610731
2.959583, -5.646217
2.960000, -7.097793
2.960417, -5.682052
2.960833, -8.977323
2.961250, -9.601006
2.961667, -6.557752
2.962083, -4.675469
2.962500, -6.358731
2.962917, -7.227206
2.963333, -7.782287
2.963750, -5.752638
2.964167, -7.206504
2.964583, -8.973825
2.965000, -7.278875
2.965417, -5.335437
2.965833, -4.350669
2.966250, -6.135782
2.966667, -5.918389
2.967083, -5.812961
2.967500, -5.413994
2.967917, -6.491977
2.968333, -16.705744
2.968750, -8.547458
2.969167, -6.723035
2.969583, -4.532073
2.970000, -6.948491
2.970417, -12.151550
2.970833, -6.844442
2.971250, -4.640121
2.971667, -7.558676
2.972083, -10.398350
2.972500, -6.429860
2.972917, -4.321712
2.973333, -4.772165
2.973750, -6.461982
2.974167, -8.903707
2.974583, -6.322084
2.975000, -6.833458
2.975417, -4.406894
2.975833, -7.848820
2.976250, -9.509160
2.976667, -5.605896
2.977083, -6.083789
2.977500, -5.202288
2.977917, -8.325523
2.978333, -10.885321
2.978750, -5.175236
2.979167, -6.469854
2.979583, -5.484227
2.980000, -7.874426
2.980417, -6.321700
2.980833, -9.408689
2.981250, -6.693804
2.981667, -6.706721
2.982083, -7.475742
2.982500, -6.174085
2.982917, -6.496445
2.983333, -8.642354
2.983750, -9.961230
2.984167, -33.883740
2.984583, -5.068354
2.985000, -4.942156
2.985417, -7.410894
2.985833, -6.173396
2.986250, -6.070363
2.986667, -4.732292
2.987083, -5.557510
2.987500, -7.467964
2.987917, -7.206441
2.988333, -8.646806
2.988750, -4.608603
2.989167, -6.837233
2.989583, -7.215801
2.990000, -6.479779
2.990417, -5.498836
2.990833, -5.261032
2.991250, -7.862470
2.991667, -13.572246
2.992083, -7.765125
2.992500, -5.505603
2.992917, -7.422530
2.993333, -7.903387
2.993750, -5.422452
2.994167, -6.223332
2.994583, -4.981608
2.995000, -6.199055
2.995417, -7.117854
2.995833, -7.405154
2.996250, -5.310694
2.996667, -6.751658
2.997083, -10.000885
2.997500, -9.383134
2.997917, -5.719515
2.998333, -7.971208
2.998750, -8.162009
2.999167, -17.036782
2.999583, -6.472153
3.000000, -5.526206
3.000417, -6.547004
3.000833, -11.074067
3.001250, -10.558769
3.001667, -6.827469
3.002083, -5.917225
3.002500, -9.854309
3.002917, -8.783959
3.003333, -6.524523
3.003750, -5.793054
3.004167, -6.972832
3.004583, -5.546426
3.005000, -9.870771
3.005417, -4.105557
3.005833, -5.667274
3.006250, -9.012782
3.006667, -7.148509
3.007083, -10.346639
3.007500, -5.052535
3.007917, -8.024980
3.008333, -10.280496
3.008750, -6.064658
3.009167, -6.854304
3.009583, -6.385533
3.010000, -8.594629
3.010417, -12.787330
3.010833, -6.973498
3.011250, -3.876703
3.011667, -6.525730
3.012083, -13.542435
3.012500, -9.811101
3.012917, -8.661454
3.013333, -3.790601
3.013750, -6.477063
3.014167, -7.545315
3.014583, -3.994336
3.015000, -6.562132
3.015417, -5.280541
3.015833, -8.940037
3.016250, -9.991286
3.016667, -5.913260
3.017083, -4.533882
3.017500, -5.388138
3.017917, -5.370538
3.018333, -11.001449
3.018750, -5.223879
3.019167, -5.479958
3.019583, -8.766980
3.020000, -9.367541
3.020417, -7.508360
3.020833, -5.656144
3.021250, -6.844787
3.021667, -11.006599
3.022083, -6.927197
3.022500, -6.863536
3.022917, -4.602635
3.023333, -6.678155
3.023750, -7.195692
3.024167, -6.769690
3.024583, -5.288596
3.025000, -5.498075
3.025417, -10.961118
3.025833, -8.617301
3.026250, -10.725119
3.026667, -3.902218
3.027083, -5.148832
3.027500, -11.535208
3.027917, -6.622870
3.028333, -7.825537
3.028750, -4.483591
3.029167, -6.215982
3.029583, -9.220385
3.030000, -5.604741
3.030417, -5.675839
3.030833, -3.559077
3.031250, -7.575767
3.031667, -5.693265
3.032083, -4.906431
3.032500, -3.478508
3.032917, -4.746804
3.033333, -8.727985
3.033750, -12.850482
3.034167, -5.808039
3.034583, -6.726349
3.035000, -6.677365
3.035417, -8.393433
3.035833, -5.417420
3.036250, -7.925123
3.036667, -8.278583
3.037083, -7.196954
3.037500, -10.605412
3.037917, -3.261221
3.038333, -7.561297
3.038750, -4.080266
3.039167, -5.303174
3.039583, -5.974124
3.040000, -3.352497
3.040417, -8.024483
3.040833, -6.937635
3.041250, -5.607580
3.041667, -4.600816
3.042083, -5.760644
3.042500, -7.230599
3.042917, -12.590161
3.043333, -8.482831
3.043750, -5.049150
3.044167, -7.892292
3.044583, -10.561002
3.045000, -7.629606
3.045417, -8.718982
3.045833, -6.695156
3.046250, -10.200382
3.046667, -7.167142
3.047083, -6.596637
3.047500, -4.896754
3.047917, -4.649097
3.048333, -31.303935
3.048750, -9.892098
3.049167, -8.390685
3.049583, -6.666854
3.050000, -5.685743
3.050417, -10.090919
3.050833, -8.394989
3.051250, -5.697940
3.051667, -9.959072
3.052083, -20.153184
3.052500, -7.497979
3.052917, -7.261075
3.053333, -5.058113
3.053750, -12.463417
3.054167, -10.067404
3.054583, -7.216370
3.055000, -5.694572
3.055417, -7.564543
3.055833, -10.507145
3.056250, -8.034888
3.056667, -5.731099
3.057083, -6.307571
3.057500, -8.471590
3.057917, -9.366591
3.058333, -11.061130
3.058750, -9.324167
3.059167, -4.858495
3.059583, -9.593362
3.060000, -6.899259
3.060417, -5.913826
3.060833, -4.729989
3.061250, -6.319240
3.061667, -14.634382
3.062083, -7.251304
3.062500, -4.461564
3.062917, -8.625187
3.063333, -8.934579
3.063750, -12.664796
3.064167, -8.340305
3.064583, -7.617283
3.065000, -6.247853
3.065417, -9.543360
3.065833, -11.647630
3.066250, -7.956054
3.066667, -8.211549
3.067083, -7.258668
3.067500, -10.171204
3.067917, -6.527716
3.068333, -7.313004
3.068750, -5.055674
3.069167, -4.566175
3.069583, -8.672513
3.070000, -6.625757
3.070417, -7.608362
3.070833, -10.822523
3.071250, -7.749837
3.071667, -6.872681
3.072083, -5.661009
3.072500, -7.902407
3.072917, -8.508391
3.073333, -8.808482
3.073750, -9.684040
3.074167, -4.459027
3.074583, -6.985370
3.075000, -6.844821
3.075417, -7.992122
3.075833, -4.105830
3.076250, -4.905458
3.076667, -8.821329
3.077083, -15.004291
3.077500, -9.987540
3.077917, -3.901597
3.078333, -5.282221
3.078750, -10.299676
3.079167, -9.599128
3.079583, -6.075848
3.080000, -4.758899
3.080417, -6.799843
3.080833, -8.144901
3.081250, -7.600723
3.081667, -9.841802
3.082083, -3.751632
3.082500, -5.928071
3.082917, -5.880864
3.083333, -7.052256
3.083750, -6.146142
3.084167, -4.246700
3.084583, -10.961576
3.085000, -7.398228
3.085417, -4.514003
3.085833, -5.530049
3.086250, -5.654437
3.086667, -7.507397
3.087083, -5.644052
3.087500, -5.149268
3.087917, -4.903595
3.088333, -8.867924
3.088750, -6.165676
3.089167, -5.130876
3.089583, -5.600242
3.090000, -5.594511
3.090417, -10.225527
3.090833, -10.185439
3.091250, -3.564901
3.091667, -7.054047
3.092083, -7.773258
3.092500, -12.060717
3.092917, -4.627128
3.093333, -6.936086
3.093750, -11.211798
3.094167, -9.483640
3.094583, -19.728599
3.095000, -5.455468
3.095417, -5.911995
3.095833, -11.804799
3.096250, -8.718170
3.096667, -5.901817
3.097083, -3.509666
3.097500, -3.751052
3.097917, -11.847116
3.098333, -7.039541
3.098750, -5.353128
3.099167, -6.446397
3.099583, -6.972920
3.100000, -7.182877
3.100417, -11.841632
3.100833, -5.453210
3.101250, -3.751598
3.101667, -15.423054
3.102083, -7.314596
3.102500, -5.645050
3.102917, -5.443517
3.103333, -5.735535
3.103750, -11.647206
3.104167, -3.104761
3.104583, -4.565372
3.105000, -7.175290
3.105417, -5.430212
3.105833, -4.682506
3.106250, -6.698931
3.106667, -3.835746
3.107083, -5.826344
3.107500, -9.257009
3.107917, -4.668019
3.108333, -4.341718
3.108750, -2.937787
3.109167, -5.344707
3.109583, -7.898889
3.110000, -3.955466
3.110417, -5.878044
3.110833, -6.180744
3.111250, -5.803999
3.111667, -3.703883
3.112083, -3.663111
3.112500, -6.831756
3.112917, -7.333961
3.113333, -4.455299
3.113750, -5.238919
3.114167, -6.369281
3.114583, -5.970635
3.115000, -3.934131
3.115417, -5.385317
3.115833, -3.887108
3.116250, -4.230629
3.116667, -10.052038
3.117083, -5.889907
3.117500, -7.670004
3.117917, -3.433648
3.118333, -2.859738
3.118750, -3.303147
3.119167, -6.349813
3.119583, -5.090526
3.120000, -3.107357
3.120417, -3.616609
3.120833, -4.740746
3.121250, -5.687715
3.121667, -4.006585
3.122083, -3.195268
3.122500, -4.566946
3.122917, -6.693906
3.123333, -3.628919
3.123750, -3.743766
3.124167, -1.912486
3.124583, -3.245027
3.125000, -2.835842
3.125417, -2.428960
3.125833, -3.330343
3.126250, -1.990331
3.126667, -5.482737
3.127083, -3.848542
3.127500, -1.819663
3.127917, -4.147009
3.128333, -4.106374
3.128750, -3.954956
3.129167, -2.384222
3.129583, -2.428187
3.130000, -3.744561
3.130417, -3.856949
3.130833, -5.056077
3.131250, -0.870045
3.131667, -2.319009
3.132083, -4.295031
3.132500, -4.818446
3.132917, -3.039143
3.133333, 8.118330
3.133750, -3.016711
3.134167, -4.864639
3.134583, -4.227582
3.135000, -2.313207
3.135417, -0.837274
3.135833, -4.984597
3.136250, -3.990403
3.136667, -3.607679
3.137083, -2.413655
3.137500, -2.339840
3.137917, -4.073392
3.138333, -4.066521
3.138750, -3.949506
3.139167, -1.815296
3.139583, -3.865860
3.140000, -5.570837
3.140417, -1.980651
3.140833, -3.325504
3.141250, -2.459661
3.141667, -2.868485
3.142083, -3.274357
3.142500, -1.941033
3.142917, -3.754763
3.143333, -3.661282
3.143750, -6.696353
3.144167, -4.505730
3.144583, -3.116013
3.145000, -4.060824
3.145417, -5.676168
3.145833, -4.693708
3.146250, -3.642995
3.146667, -3.100653
3.147083, -5.219110
3.147500, -6.355481
3.147917, -3.292065
3.148333, -2.831090
3.148750, -3.423560
3.149167, -7.973292
3.149583, -5.790054
3.150000, -9.682174
3.150417, -4.237693
3.150833, -3.889960
3.151250, -5.500634
3.151667, -3.815152
3.152083, -5.868837
3.152500, -6.365333
3.152917, -5.349295
3.153333, -4.519578
3.153750, -6.719426
3.154167, -6.777520
3.154583, -3.618533
3.155000, -3.804615
3.155417, -5.810848
3.155833, -5.930931
3.156250, -5.897600
3.156667, -4.007623
3.157083, -8.016519
3.157500, -5.291223
3.157917, -2.831640
3.158333, -4.417388
3.158750, -4.639733
3.159167, -9.534793
3.159583, -5.707717
3.160000, -3.780203
3.160417, -6.788679
3.160833, -4.705605
3.161250, -5.555205
3.161667, -6.944180
3.162083, -4.567084
3.162500, -3.210261
3.162917, -10.880512
3.163333, -5.680609
3.163750, -5.336643
3.164167, -5.758873
3.164583, -7.422690
3.165000, -14.900170
3.165417, -3.743233
