ms, dB
13.887083, -5.322638
13.887500, -5.982523
13.887917, -5.596384
13.888333, -5.734637
13.888750, -4.457693
13.889167, -4.318676
13.889583, -7.946716
13.890000, -5.079023
13.890417, -6.594333
13.890833, -6.984172
13.891250, -5.451395
13.891667, -7.449245
13.892083, -6.698188
13.892500, -6.821529
13.892917, -8.493106
13.893333, -6.087943
13.893750, -6.018485
13.894167, -6.149282
13.894583, -5.525982
13.895000, -7.548337
13.895417, -5.863559
13.895833, -6.125502
13.896250, -6.326225
13.896667, -7.247614
13.897083, -7.007049
13.897500, -7.363765
13.897917, -4.886487
13.898333, -5.944997
13.898750, -5.503210
13.899167, -10.261950
13.899583, -7.531130
13.900000, -5.623228
13.900417, -8.967445
13.900833, -8.394293
13.901250, -6.386608
13.901667, -6.839974
13.902083, -4.948588
13.902500, -7.783705
13.902917, -6.135490
13.903333, -6.547527
13.903750, -5.463609
13.904167, -6.403247
13.904583, -6.145058
13.905000, -6.081130
13.905417, -6.390173
13.905833, -5.878832
13.906250, -7.547107
13.906667, -7.692842
13.907083, -7.314385
13.907500, -5.172150
13.907917, -4.981501
13.908333, -7.726349
13.908750, -5.947092
13.909167, -5.538577
13.909583, -7.510978
13.910000, -5.843795
13.910417, -7.800113
13.910833, -7.181879
13.911250, -6.154543
13.911667, -8.965431
13.912083, -5.474879
13.912500, -7.863824
13.912917, -6.770479
13.913333, -5.881310
13.913750, -7.878160
13.914167, -7.282546
13.914583, -6.564460
13.915000, -6.827761
13.915417, -8.448396
13.915833, -7.314278
13.916250, -6.856853
13.916667, -5.670838
13.917083, -4.956562
13.917500, -6.966487
13.917917, -5.471252
13.918333, -8.188889
13.918750, -6.743298
13.919167, -6.436866
13.919583, -9.202653
13.920000, -7.533925
13.920417, -5.912328
13.920833, -6.679714
13.921250, -6.891392
13.921667, -9.632020
13.922083, -7.380667
13.922500, -6.946752
13.922917, -8.734279
13.923333, -5.438269
13.923750, -6.268664
13.924167, -6.823623
13.924583, -6.131341
13.925000, -6.270115
13.925417, -5.202999
13.925833, -5.192903
13.926250, -6.142194
13.926667, -6.808610
13.927083, -6.124616
13.927500, -7.495212
13.927917, -7.412085
13.928333, -6.595605
13.928750, -5.801101
13.929167, -6.070379
13.929583, -6.895779
13.930000, -7.165911
13.930417, -6.245356
13.930833, -6.762316
13.931250, -6.699526
13.931667, -7.365751
13.932083, -5.909463
13.932500, -5.296946
13.932917, -6.533599
13.933333, -5.672575
13.933750, -6.212644
13.934167, -6.235440
13.934583, -6.942428
13.935000, -10.476559
13.935417, -6.856057
13.935833, -6.991811
13.936250, -6.104382
13.936667, -6.835741
13.937083, -8.745267
13.937500, -6.285355
13.937917, -5.722975
13.938333, -7.615214
13.938750, -8.600600
13.939167, -6.359908
13.939583, -5.548036
13.940000, -5.613457
13.940417, -6.809100
13.940833, -8.243936
13.941250, -6.511778
13.941667, -6.772773
13.942083, -5.473939
13.942500, -7.772973
13.942917, -8.234034
13.943333, -6.006144
13.943750, -6.772530
13.944167, -5.486144
13.944583, -6.903105
13.945000, -9.005287
13.945417, -5.777164
13.945833, -7.116665
13.946250, -6.250300
13.946667, -7.230458
13.947083, -6.813608
13.947500, -8.969189
13.947917, -6.879016
13.948333, -7.022735
13.948750, -6.948297
13.949167, -6.672168
13.949583, -7.277105
13.950000, -7.558757
13.950417, -8.793812
13.950833, -9.001125
13.951250, -5.759142
13.951667, -6.142606
13.952083, -6.663322
13.952500, -5.979409
13.952917, -6.268261
13.953333, -5.423141
13.953750, -6.384723
13.954167, -6.780598
13.954583, -7.361903
13.955000, -8.264764
13.955417, -5.676111
13.955833, -7.067386
13.956250, -6.901558
13.956667, -6.246005
13.957083, -6.161563
13.957500, -6.452906
13.957917, -7.316304
13.958333, -8.983406
13.958750, -7.049949
13.959167, -6.569319
13.959583, -7.829124
13.960000, -6.745312
13.960417, -6.151045
13.960833, -6.612829
13.961250, -6.025230
13.961667, -7.072468
13.962083, -6.538145
13.962500, -7.557553
13.962917, -6.116381
13.963333, -6.294956
13.963750, -8.648943
13.964167, -8.080812
13.964583, -6.583243
13.965000, -8.591319
13.965417, -6.767653
13.965833, -10.023600
13.966250, -6.721487
13.966667, -5.731045
13.967083, -7.307532
13.967500, -8.691378
13.967917, -8.697136
13.968333, -7.148759
13.968750, -6.440640
13.969167, -8.166678
13.969583, -7.310111
13.970000, -6.448451
13.970417, -6.693531
13.970833, -6.994503
13.971250, -5.695268
13.971667, -7.932400
13.972083, -4.723788
13.972500, -6.243941
13.972917, -8.213583
13.973333, -5.830739
13.973750, -7.772317
13.974167, -5.514722
13.974583, -6.489144
13.975000, -8.639065
13.975417, -5.405935
13.975833, -7.024371
13.976250, -6.777351
13.976667, -6.598390
13.977083, -9.473396
13.977500, -6.542843
13.977917, -4.876637
13.978333, -6.678027
13.978750, -8.567167
13.979167, -8.007461
13.979583, -8.641060
13.980000, -4.856240
13.980417, -6.163011
13.980833, -6.224124
13.981250, -4.733007
13.981667, -6.521312
13.982083, -5.829136
13.982500, -6.864566
13.982917, -7.742123
13.983333, -5.889008
13.983750, -5.605577
13.984167, -5.843898
13.984583, -5.353895
13.985000, -8.662172
13.985417, -5.725418
13.985833, -6.783228
13.986250, -7.489230
13.986667, -6.676119
13.987083, -7.769264
13.987500, -6.473149
13.987917, -7.055513
13.988333, -8.436903
13.988750, -6.396329
13.989167, -6.860958
13.989583, -5.550919
13.990000, -6.445382
13.990417, -6.594054
13.990833, -6.840509
13.991250, -5.765020
13.991667, -6.678816
13.992083, -8.066254
13.992500, -7.487991
13.992917, -8.738056
13.993333, -4.929085
13.993750, -6.169526
13.994167, -10.904040
13.994583, -6.336266
13.995000, -7.813187
13.995417, -4.994624
13.995833, -6.206330
13.996250, -7.274878
13.996667, -5.755655
13.997083, -6.355189
13.997500, -4.993086
13.997917, -6.604663
13.998333, -6.239472
13.998750, -5.080475
13.999167, -4.723795
13.999583, -5.512374
14.000000, -6.500318
14.000417, -9.655817
14.000833, -6.695877
14.001250, -7.036982
14.001667, -6.803485
14.002083, -6.372238
14.002500, -5.964428
14.002917, -8.185826
14.003333, -6.708254
14.003750, -7.153062
14.004167, -8.046813
14.004583, -4.341098
14.005000, -7.787856
14.005417, -5.121722
14.005833, -5.592033
14.006250, -6.511467
14.006667, -4.447695
14.007083, -7.867654
14.007500, -6.718598
14.007917, -5.282157
14.008333, -5.973560
14.008750, -5.780594
14.009167, -6.994962
14.009583, -8.642071
14.010000, -7.053208
14.010417, -6.024840
14.010833, -7.620913
14.011250, -7.928452
14.011667, -7.438346
14.012083, -8.344162
14.012500, -7.396191
14.012917, -8.647925
14.013333, -6.226043
14.013750, -6.901487
14.014167, -6.518262
14.014583, -5.544301
14.015000, -10.893952
14.015417, -7.931641
14.015833, -7.843328
14.016250, -7.489684
14.016667, -5.971577
14.017083, -7.654164
14.017500, -7.807163
14.017917, -6.137186
14.018333, -8.388370
14.018750, -8.654942
14.019167, -7.175723
14.019583, -6.910166
14.020000, -5.824730
14.020417, -9.235833
14.020833, -8.008920
14.021250, -6.912590
14.021667, -6.846950
14.022083, -7.198226
14.022500, -8.163461
14.022917, -7.103899
14.023333, -5.929018
14.023750, -6.618656
14.024167, -7.550893
14.024583, -7.286759
14.025000, -8.995369
14.025417, -8.173521
14.025833, -5.797334
14.026250, -7.647723
14.026667, -6.272623
14.027083, -6.249953
14.027500, -5.457083
14.027917, -6.356155
14.028333, -8.560938
14.028750, -6.581949
14.029167, -5.974815
14.029583, -8.325844
14.030000, -7.736496
14.030417, -9.028847
14.030833, -7.510548
14.031250, -7.174849
14.031667, -6.719891
14.032083, -7.921454
14.032500, -9.439200
14.032917, -7.518601
14.033333, -7.328941
14.033750, -6.937239
14.034167, -8.317115
14.034583, -6.248297
14.035000, -7.884256
14.035417, -5.738559
14.035833, -5.239778
14.036250, -7.746336
14.036667, -6.236725
14.037083, -7.708218
14.037500, -8.703149
14.037917, -6.767737
14.038333, -6.753419
14.038750, -6.247521
14.039167, -7.917031
14.039583, -7.515480
14.040000, -7.092013
14.040417, -7.458136
14.040833, -5.525234
14.041250, -7.426545
14.041667, -7.232428
14.042083, -6.905804
14.042500, -5.158967
14.042917, -6.419304
14.043333, -7.493685
14.043750, -8.783313
14.044167, -7.989415
14.044583, -5.144365
14.045000, -6.816148
14.045417, -8.059627
14.045833, -7.758439
14.046250, -6.333933
14.046667, -5.229782
14.047083, -6.750156
14.047500, -6.631410
14.047917, -6.686948
14.048333, -8.345229
14.048750, -4.972559
14.049167, -6.319250
14.049583, -6.160467
14.050000, -6.915157
14.050417, -6.432232
14.050833, -5.220487
14.051250, -7.688038
14.051667, -6.942189
14.052083, -5.698671
14.052500, -6.326433
14.052917, -6.104544
14.053333, -6.894956
14.053750, -6.075494
14.054167, -5.383020
14.054583, -5.235715
14.055000, -7.576446
14.055417, -6.056464
14.055833, -5.907524
14.056250, -6.128361
14.056667, -5.661161
14.057083, -9.119756
14.057500, -8.138612
14.057917, -4.971932
14.058333, -7.826077
14.058750, -7.312552
14.059167, -11.151890
14.059583, -5.418341
14.060000, -6.999406
14.060417, -9.659760
14.060833, -7.850260
14.061250, -9.911166
14.061667, -6.528071
14.062083, -5.881139
14.062500, -8.779857
14.062917, -7.016136
14.063333, -5.881359
14.063750, -4.997871
14.064167, -5.167128
14.064583, -9.046691
14.065000, -6.980389
14.065417, -5.970219
14.065833, -6.704784
14.066250, -7.291381
14.066667, -6.568230
14.067083, -8.628829
14.067500, -6.263358
14.067917, -4.681407
14.068333, -10.551376
14.068750, -6.674609
14.069167, -6.396657
14.069583, -6.354364
14.070000, -5.766027
14.070417, -8.661957
14.070833, -4.355812
14.071250, -5.250369
14.071667, -7.445447
14.072083, -5.418856
14.072500, -5.103120
14.072917, -6.963732
14.073333, -5.085515
14.073750, -6.626313
14.074167, -7.447178
14.074583, -5.337774
14.075000, -5.308100
14.075417, -4.222168
14.075833, -5.941459
14.076250, -6.762509
14.076667, -5.037056
14.077083, -6.155097
14.077500, -6.706034
14.077917, -5.593193
14.078333, -5.149378
14.078750, -4.755824
14.079167, -7.385204
14.079583, -7.352710
14.080000, -5.035821
14.080417, -6.177031
14.080833, -7.542315
14.081250, -5.869673
14.081667, -4.947289
14.082083, -5.351248
14.082500, -5.219077
14.082917, -5.500443
14.083333, -8.064028
14.083750, -6.085713
14.084167, -7.001887
14.084583, -4.527157
14.085000, -4.697883
14.085417, -4.369903
14.085833, -6.411401
14.086250, -5.648755
14.086667, -4.358985
14.087083, -5.421269
14.087500, -5.535058
14.087917, -6.136109
14.088333, -5.470315
14.088750, -4.230534
14.089167, -5.683425
14.089583, -6.699445
14.090000, -4.397917
14.090417, -5.336746
14.090833, -3.244164
14.091250, -4.053194
14.091667, -4.209824
14.092083, -3.871313
14.092500, -4.602808
14.092917, -3.523182
14.093333, -5.218712
14.093750, -5.007497
14.094167, -3.750449
14.094583, -5.328732
14.095000, -5.023632
14.095417, -4.626285
14.095833, -3.877094
14.096250, -4.154480
14.096667, -4.609546
14.097083, -4.631653
14.097500, -5.662982
14.097917, -2.687290
14.098333, -3.756426
14.098750, -4.674497
14.099167, -5.189344
14.099583, -4.443472
14.100000, 5.632792
14.100417, -4.211615
14.100833, -5.336345
14.101250, -4.690200
14.101667, -4.056327
14.102083, -2.601626
14.102500, -5.564361
14.102917, -5.157140
14.103333, -4.363915
14.103750, -4.091672
14.104167, -3.422395
14.104583, -4.885769
14.105000, -5.225579
14.105417, -4.784971
14.105833, -3.667009
14.106250, -4.811757
14.106667, -5.432779
14.107083, -3.653381
14.107500, -4.851946
14.107917, -4.067316
14.108333, -4.256722
14.108750, -4.281715
14.109167, -3.502597
14.109583, -5.159588
14.110000, -4.446498
14.110417, -6.768235
14.110833, -5.742466
14.111250, -4.071704
14.111667, -5.436085
14.112083, -5.892387
14.112500, -5.119459
14.112917, -5.434564
14.113333, -4.296135
14.113750, -5.778745
14.114167, -6.444160
14.114583, -4.443983
14.115000, -4.775183
14.115417, -4.593352
14.115833, -7.346240
14.116250, -5.823192
14.116667, -8.005425
14.117083, -5.690520
14.117500, -4.809373
14.117917, -5.608946
14.118333, -4.913004
14.118750, -6.150573
14.119167, -7.181849
14.119583, -6.139736
14.120000, -4.880837
14.120417, -6.318405
14.120833, -7.373782
14.121250, -4.484697
14.121667, -5.390664
14.122083, -5.915316
14.122500, -6.383233
14.122917, -6.376882
14.123333, -5.014088
14.123750, -7.147878
14.124167, -6.159768
14.124583, -4.069444
14.125000, -5.529533
14.125417, -5.034994
14.125833, -7.976748
14.126250, -6.623154
14.126667, -4.814639
14.127083, -6.793569
14.127500, -5.260623
14.127917, -5.970171
14.128333, -7.356378
14.128750, -5.312299
14.129167, -4.363835
14.129583, -8.034637
14.130000, -5.678373
14.130417, -6.100704
14.130833, -6.478344
14.131250, -6.541526
14.131667, -10.104614
14.132083, -4.866418
14.132500, -5.857535
14.132917, -8.805721
14.133333, -6.576237
14.133750, -7.290854
14.134167, -6.530475
14.134583, -6.046102
14.135000, -7.095295
14.135417, -7.806974
14.135833, -4.957289
14.136250, -5.202274
14.136667, -6.137915
14.137083, -8.368020
14.137500, -8.874483
14.137917, -6.059845
14.138333, -6.162674
14.138750, -10.204150
14.139167, -8.120341
14.139583, -9.203376
14.140000, -6.964829
14.140417, -5.543141
14.140833, -12.244505
14.141250, -7.418281
14.141667, -7.222427
14.142083, -4.668239
14.142500, -8.115344
14.142917, -9.145435
14.143333, -6.005495
14.143750, -6.486941
14.144167, -6.022357
14.144583, -5.743105
14.145000, -8.286721
14.145417, -5.573969
14.145833, -5.597047
14.146250, -6.152642
14.146667, -6.351617
14.147083, -6.449034
14.147500, -6.292093
14.147917, -5.735860
14.148333, -6.827494
14.148750, -7.606448
14.149167, -5.385081
14.149583, -6.163293
14.150000, -6.619105
14.150417, -6.008094
14.150833, -6.391405
14.151250, -5.026075
14.151667, -8.866189
14.152083, -6.681972
14.152500, -6.748633
14.152917, -6.847281
14.153333, -5.254891
14.153750, -6.637881
14.154167, -8.260609
14.154583, -7.647004
14.155000, -6.196717
14.155417, -4.977576
14.155833, -7.669772
14.156250, -8.963819
14.156667, -7.436955
14.157083, -6.446563
14.157500, -5.074949
14.157917, -7.182522
14.158333, -7.039165
14.158750, -7.186645
14.159167, -5.822681
14.159583, -8.262454
14.160000, -7.729009
14.160417, -7.353894
14.160833, -7.892653
14.161250, -6.595772
14.161667, -6.545301
14.162083, -7.400767
14.162500, -8.520041
14.162917, -7.672728
14.163333, -5.828932
14.163750, -8.036267
14.164167, -5.540829
14.164583, -5.396984
14.165000, -7.618199
14.165417, -6.363487
14.165833, -8.359504
14.166250, -7.300600
14.166667, -6.864906
14.167083, -8.124952
14.167500, -8.525769
14.167917, -8.310795
14.168333, -6.646218
14.168750, -7.461576
14.169167, -7.886734
14.169583, -8.868819
14.170000, -7.542207
14.170417, -7.844573
14.170833, -5.820856
14.171250, -6.945948
14.171667, -8.442709
14.172083, -6.312100
14.172500, -5.693072
14.172917, -6.671897
14.173333, -6.694337
14.173750, -7.466522
14.174167, -5.900556
14.174583, -8.691339
14.175000, -8.630344
14.175417, -7.670086
14.175833, -7.148527
14.176250, -6.774189
14.176667, -5.774160
14.177083, -7.393383
14.177500, -8.430103
14.177917, -6.950012
14.178333, -6.642585
14.178750, -6.740377
14.179167, -8.037199
14.179583, -9.038500
14.180000, -6.020509
14.180417, -7.480224
14.180833, -7.585234
14.181250, -8.700080
14.181667, -8.693970
14.182083, -6.417150
14.182500, -7.337667
14.182917, -7.741405
14.183333, -6.072654
14.183750, -7.471936
14.184167, -7.471084
14.184583, -7.783223
14.185000, -10.208924
14.185417, -5.558729
14.185833, -6.341401
14.186250, -7.693487
14.186667, -5.776727
14.187083, -9.351934
14.187500, -7.558920
14.187917, -8.570802
14.188333, -7.650487
14.188750, -8.126381
14.189167, -7.153774
14.189583, -6.112697
14.190000, -6.667649
14.190417, -8.587978
14.190833, -6.624061
14.191250, -5.886082
14.191667, -5.832395
14.192083, -5.380774
14.192500, -6.952685
14.192917, -7.614480
14.193333, -4.414537
14.193750, -6.217194
14.194167, -5.801560
14.194583, -5.142234
14.195000, -7.609381
14.195417, -4.530881
14.195833, -7.517840
14.196250, -7.596440
14.196667, -6.817929
14.197083, -7.779125
14.197500, -5.905701
14.197917, -6.428124
14.198333, -7.176514
14.198750, -6.645932
14.199167, -6.807448
14.199583, -8.879809
14.200000, -6.730189
14.200417, -5.643172
14.200833, -4.882111
14.201250, -5.456367
14.201667, -6.478973
14.202083, -6.604673
14.202500, -5.067044
14.202917, -6.003053
14.203333, -5.701248
14.203750, -7.933553
14.204167, -6.481083
14.204583, -5.014849
14.205000, -7.594944
14.205417, -6.957012
14.205833, -10.497989
14.206250, -6.061929
14.206667, -4.624678
14.207083, -8.617923
14.207500, -7.523813
14.207917, -7.330875
14.208333, -6.662559
14.208750, -5.665088
14.209167, -6.975436
14.209583, -7.233885
14.210000, -6.321024
14.210417, -5.453945
14.210833, -7.006874
14.211250, -6.578840
14.211667, -8.564093
14.212083, -6.872777
14.212500, -6.559675
14.212917, -7.478715
14.213333, -6.832696
14.213750, -7.994189
14.214167, -6.070145
14.214583, -5.569344
14.215000, -8.059541
14.215417, -5.631028
14.215833, -5.786826
14.216250, -5.301686
14.216667, -6.093327
14.217083, -7.866651
14.217500, -7.432253
14.217917, -5.809790
14.218333, -6.613672
14.218750, -5.036812
14.219167, -6.733241
14.219583, -6.442066
14.220000, -4.710296
14.220417, -8.442855
14.220833, -8.052826
14.221250, -7.882403
14.221667, -6.594974
14.222083, -4.840867
14.222500, -6.787520
14.222917, -9.129475
14.223333, -6.099777
14.223750, -6.780820
14.224167, -6.652462
14.224583, -5.836525
14.225000, -8.388268
14.225417, -6.760286
14.225833, -5.881554
14.226250, -7.439569
14.226667, -6.232183
14.227083, -8.073928
14.227500, -6.471521
14.227917, -4.826561
14.228333, -9.274578
14.228750, -5.593396
14.229167, -7.329558
14.229583, -6.287955
14.230000, -6.070366
14.230417, -7.535683
14.230833, -7.552071
14.231250, -5.781909
14.231667, -7.294725
14.232083, -7.907808
14.232500, -8.588985
14.232917, -6.959169
14.233333, -5.678798
14.233750, -6.491632
14.234167, -10.264257
14.234583, -6.992521
14.235000, -7.978845
14.235417, -6.614432
14.235833, -7.375182
14.236250, -8.832432
14.236667, -6.069237
14.237083, -5.731689
14.237500, -7.899484
14.237917, -6.216044
14.238333, -6.871585
14.238750, -5.328825
14.239167, -6.440986
14.239583, -6.033314
14.240000, -6.565669
14.240417, -7.236416
14.240833, -6.745068
14.241250, -6.767996
14.241667, -9.132462
14.242083, -7.136653
14.242500, -6.479490
14.242917, -5.927908
14.243333, -6.542228
14.243750, -6.684687
14.244167, -6.955084
14.244583, -5.479712
14.245000, -7.589709
14.245417, -6.974441
14.245833, -7.160008
14.246250, -6.367239
14.246667, -5.278856
14.247083, -6.377823
14.247500, -6.152176
14.247917, -6.284548
14.248333, -5.780895
14.248750, -5.737694
14.249167, -9.194176
14.249583, -8.650608
14.250000, -6.727848
14.250417, -6.868213
14.250833, -6.460433
14.251250, -6.269852
14.251667, -7.861073
14.252083, -6.141860
14.252500, -9.163744
14.252917, -6.569136
14.253333, -6.813317
14.253750, -6.301824
14.254167, -6.884943
14.254583, -6.025768
14.255000, -8.952201
14.255417, -7.133940
14.255833, -5.774399
14.256250, -6.670815
14.256667, -6.514162
14.257083, -7.745612
14.257500, -6.997184
14.257917, -5.396633
14.258333, -6.809401
14.258750, -6.856265
14.259167, -8.080945
14.259583, -6.526154
14.260000, -5.291359
14.260417, -5.308298
14.260833, -7.167428
14.261250, -8.954697
14.261667, -8.236781
14.262083, -5.921719
14.262500, -7.128062
14.262917, -9.338767
14.263333, -6.155599
14.263750, -6.152695
14.264167, -6.445568
14.264583, -7.658736
14.265000, -11.500201
14.265417, -6.718793
14.265833, -5.737156
14.266250, -6.278457
14.266667, -5.812271
14.267083, -6.650470
14.267500, -5.116912
14.267917, -5.848985
14.268333, -6.526176
14.268750, -6.919904
14.269167, -6.777661
14.269583, -7.096887
14.270000, -7.107828
14.270417, -7.302205
14.270833, -6.532026
14.271250, -5.555731
14.271667, -6.313776
14.272083, -7.719189
14.272500, -7.641373
14.272917, -6.513846
14.273333, -6.770316
14.273750, -6.918190
14.274167, -5.408234
14.274583, -5.251988
14.275000, -5.701599
14.275417, -6.183887
14.275833, -6.838481
14.276250, -6.508448
14.276667, -5.437196
14.277083, -8.119189
14.277500, -6.282934
14.277917, -8.293684
14.278333, -9.956754
14.278750, -6.968332
14.279167, -5.746502
14.279583, -6.717457
14.280000, -6.913396
14.280417, -8.705591
14.280833, -6.490847
14.281250, -6.386037
14.281667, -9.162311
14.282083, -5.845810
14.282500, -7.000062
14.282917, -4.817090
14.283333, -5.653695
14.283750, -7.298727
14.284167, -8.181657
14.284583, -8.160123
14.285000, -6.796592
14.285417, -6.790351
14.285833, -7.028747
14.286250, -7.578281
14.286667, -6.269441
14.287083, -6.510098
14.287500, -8.002172
14.287917, -5.915156
14.288333, -8.325304
14.288750, -6.382356
14.289167, -7.407828
14.289583, -8.191049
14.290000, -5.846070
14.290417, -7.121293
14.290833, -6.762142
14.291250, -5.941515
14.291667, -8.487053
14.292083, -4.807523
14.292500, -5.496574
14.292917, -7.397826
14.293333, -7.730651
14.293750, -7.870565
14.294167, -5.593919
14.294583, -6.805478
14.295000, -6.510265
14.295417, -6.514863
14.295833, -6.474433
14.296250, -5.434023
14.296667, -6.785498
14.297083, -6.498174
14.297500, -7.986606
14.297917, -5.164941
14.298333, -7.332774
14.298750, -6.995401
14.299167, -8.291454
14.299583, -8.531806
14.300000, -6.135557
14.300417, -7.501492
14.300833, -10.799862
14.301250, -5.589298
14.301667, -6.566597
14.302083, -4.964717
14.302500, -8.717505
14.302917, -7.355729
14.303333, -6.531819
14.303750, -6.454194
14.304167, -6.028535
14.304583, -6.081934
14.305000, -8.713039
14.305417, -5.763152
14.305833, -6.691435
14.306250, -6.117020
14.306667, -6.474860
14.307083, -9.669101
14.307500, -6.888486
14.307917, -7.255465
14.308333, -8.303170
14.308750, -6.088363
14.309167, -7.356234
14.309583, -6.457748
14.310000, -5.488639
14.310417, -8.846666
14.310833, -5.197093
14.311250, -4.912513
14.311667, -6.758673
14.312083, -6.103957
14.312500, -6.318641
14.312917, -6.308899
14.313333, -4.665132
14.313750, -7.188841
14.314167, -8.979107
14.314583, -8.137518
14.315000, -6.542305
14.315417, -5.301259
14.315833, -7.901477
14.316250, -8.052724
14.316667, -6.255335
14.317083, -4.963940
14.317500, -6.778778
14.317917, -6.955692
14.318333, -5.952553
14.318750, -5.145513
14.319167, -5.471317
14.319583, -7.383871
14.320000, -4.478266
14.320417, -5.868122
14.320833, -6.196247
14.321250, -5.404814
14.321667, -8.330938
14.322083, -6.010940
14.322500, -6.204130
14.322917, -8.281061
14.323333, -5.224371
14.323750, -7.424825
14.324167, -4.577265
14.324583, -6.656801
14.325000, -7.234874
14.325417, -5.500510
14.325833, -7.704730
14.326250, -6.010820
14.326667, -5.563036
14.327083, -7.266685
14.327500, -8.191905
14.327917, -7.811810
14.328333, -6.650044
14.328750, -6.048227
14.329167, -6.974024
14.329583, -7.594028
14.330000, -5.531325
14.330417, -6.968950
14.330833, -8.077878
14.331250, -5.407257
14.331667, -7.770185
14.332083, -5.870626
14.332500, -5.376088
14.332917, -9.328352
14.333333, -6.238916
14.333750, -6.921649
14.334167, -6.614946
14.334583, -6.474678
14.335000, -9.965527
14.335417, -6.402961
14.335833, -6.973514
14.336250, -5.633669
14.336667, -6.498922
14.337083, -8.739925
14.337500, -5.547555
14.337917, -6.239105
14.338333, -6.666849
14.338750, -6.694063
14.339167, -8.113044
14.339583, -7.485199
14.340000, -5.133203
14.340417, -5.119904
14.340833, -8.429080
14.341250, -5.411089
14.341667, -9.320563
14.342083, -6.372363
14.342500, -6.852783
14.342917, -7.295663
14.343333, -6.500163
14.343750, -6.468755
14.344167, -8.148980
14.344583, -5.987795
14.345000, -7.932331
14.345417, -5.100496
14.345833, -7.021519
14.346250, -7.976822
14.346667, -6.494718
14.347083, -6.861565
14.347500, -5.927968
14.347917, -7.453866
14.348333, -7.789960
14.348750, -6.597146
14.349167, -6.240193
14.349583, -5.695471
14.350000, -5.636562
14.350417, -6.865650
14.350833, -7.714035
14.351250, -5.449987
14.351667, -7.425040
14.352083, -6.983322
14.352500, -5.947942
14.352917, -6.648272
14.353333, -5.651955
14.353750, -8.047649
14.354167, -6.477528
14.354583, -6.995438
14.355000, -7.368481
14.355417, -5.354207
14.355833, -7.198585
14.356250, -9.609360
14.356667, -6.056437
14.357083, -9.631784
14.357500, -7.357456
14.357917, -6.490097
14.358333, -6.726692
14.358750, -6.513094
14.359167, -6.815081
14.359583, -7.719948
14.360000, -7.214026
14.360417, -6.776797
14.360833, -6.988820
14.361250, -7.399091
14.361667, -7.063011
14.362083, -6.015654
14.362500, -6.681995
14.362917, -8.586110
14.363333, -7.328811
14.363750, -8.073030
14.364167, -7.483524
14.364583, -5.060207
14.365000, -8.302341
14.365417, -6.899677
14.365833, -6.402826
14.366250, -6.607616
14.366667, -4.951598
14.367083, -7.972559
14.367500, -7.168276
14.367917, -7.953756
14.368333, -5.999990
14.368750, -5.745957
14.369167, -7.483755
14.369583, -5.821883
14.370000, -6.063083
14.370417, -6.266630
14.370833, -7.358529
14.371250, -7.472776
14.371667, -7.972711
14.372083, -5.920183
14.372500, -5.835782
14.372917, -7.022923
14.373333, -6.070481
14.373750, -7.539943
14.374167, -7.319119
14.374583, -5.737826
14.375000, -7.000077
14.375417, -6.569858
14.375833, -5.809511
14.376250, -6.503599
14.376667, -6.177421
14.377083, -9.335758
14.377500, -6.341173
14.377917, -6.549709
14.378333, -7.107178
14.378750, -7.331353
14.379167, -8.590475
14.379583, -7.579694
14.380000, -6.626063
14.380417, -6.303991
14.380833, -7.902270
14.381250, -8.680198
14.381667, -5.894062
14.382083, -7.714137
14.382500, -7.159711
14.382917, -7.604760
14.383333, -4.926581
14.383750, -7.463541
14.384167, -7.570479
14.384583, -5.850130
14.385000, -7.681219
14.385417, -6.352232
14.385833, -6.756250
14.386250, -8.205638
14.386667, -5.566603
14.387083, -8.462758
14.387500, -5.978996
14.387917, -7.302521
14.388333, -7.073485
14.388750, -7.285323
14.389167, -7.674493
14.389583, -6.636645
14.390000, -6.485043
14.390417, -6.965066
14.390833, -7.817701
14.391250, -6.775228
14.391667, -5.770969
14.392083, -6.683327
14.392500, -7.482934
14.392917, -7.937952
14.393333, -6.656653
14.393750, -5.613853
14.394167, -7.709559
14.394583, -8.172385
14.395000, -6.542133
14.395417, -6.763779
14.395833, -5.853233
14.396250, -7.788460
14.396667, -5.578337
14.397083, -6.904663
14.397500, -6.848943
14.397917, -6.411124
14.398333, -8.131038
14.398750, -5.916710
14.399167, -6.683053
14.399583, -7.091537
14.400000, -8.001947
14.400417, -8.532825
14.400833, -7.665096
14.401250, -5.610003
14.401667, -7.507155
14.402083, -7.824609
14.402500, -6.055853
14.402917, -6.074228
14.403333, -6.892323
14.403750, -8.571085
14.404167, -6.538177
14.404583, -5.985726
14.405000, -6.651721
14.405417, -7.127983
14.405833, -9.071504
14.406250, -11.034904
14.406667, -4.435702
14.407083, -9.652099
14.407500, -9.287702
14.407917, -8.447151
14.408333, -7.879491
14.408750, -6.536299
14.409167, -6.166192
14.409583, -8.414598
14.410000, -5.084437
14.410417, -6.152055
14.410833, -5.652960
14.411250, -6.300526
14.411667, -7.666481
14.412083, -5.095739
14.412500, -7.347342
14.412917, -7.035961
14.413333, -6.004517
14.413750, -6.312424
14.414167, -6.534602
14.414583, -6.809034
14.415000, -7.951027
14.415417, -7.150808
14.415833, -5.330108
14.416250, -8.204277
14.416667, -6.412269
